userName,score,content
Pengguna Google,3,"iklan yang mengulang terus,bahasa inggris orang India t menjadi d dan aneh mendengarnya"
Pengguna Google,5,Bagus sihhh udh itu doang males ngetik soalnya
Pengguna Google,5,Saya suka
Pengguna Google,5,mantap
Pengguna Google,1,gila dah ni apk moneySucker banget.
Pengguna Google,5,"spotify itu udah jadi sahabat aku sejak aku mutusin buat sendiri, dia yang memberi ku hiburan disaat aku merasa sedih, marah, atau bahagia, pokoknya spotify ini pling best deh"
Pengguna Google,5,mantap
Pengguna Google,5,ini app ny bagus aku jadi bisa dengerin musik tanpa hp aku harus di nyalain jadi pas aku pengen tidur kalo hp ku dh matiin tetep nyala aku jadi suka Ama aplikasi nya jadi aku rate ny segini 5 oke deh udah
Pengguna Google,5,bagus sekali
Pengguna Google,5,hanya ada dua kata bagus banget 👌👌
Pengguna Google,5,lebih nyaman aja kalo di Spotify ga susah nyariin lagu yg pengen di denger
Pengguna Google,1,agak seru
Pengguna Google,5,aplikasi musik yang bagus
Pengguna Google,5,cocok sih buat denger lagu 👁️👄👁️
Pengguna Google,5,gausah banyak tanya!... tau sendiri apk musik ya berarti buat dengerin lagu :)
Pengguna Google,1,"SPOTIFY KIKIR!! apa apa serba premium. tolonglah, kasihan yang ga punya uang atau yang gatau caranya."
Pengguna Google,5,okey banget!
Pengguna Google,1,aplikasi bodoh elek
Pengguna Google,5,Bagus enak banget buat dengerin lagu bank
Pengguna Google,3,bagus sih bagus tapi yaa... terbatas saya cuman bisa pilih 6 lagu per hari. terus beberapa lagu ada yang premium tapi gak apa apa. aplikasi lagu ini ttp bagus. 3 star
Pengguna Google,2,KEBANYAKAN IKLAN aku pernah dapet iklan 7 kali itu juga dibatasin milih video nya tolong di kurangi iklan nya
Pengguna Google,4,bagus tapi ada iklan nya bintang 4
Pengguna Google,5,ini benar benar aplikasi musik yang bagus dan enakk di denegerr kalo lagi galauu hehehhee
Pengguna Google,5,keren
Pengguna Google,5,pervect
Pengguna Google,5,ini aplikasi sangat mudah digunakan dan aplikasi ini tidak mati saat kita chatingan sambil denger musik.
Pengguna Google,5,good
Pengguna Google,5,cukup menghibur lagu2 nya semua ada yg kita ingin kan (spotyfay ok)
Pengguna Google,4,👍👍👍👍
Pengguna Google,5,bagus
Pengguna Google,1,ga bisa make data punya gw
Pengguna Google,5,bagus
Pengguna Google,5,bagus banget
Pengguna Google,5,Muantaaap
Pengguna Google,5,bagus bgt
Pengguna Google,1,gmn si gua ga bisaa masuk lewat google atau apapun ituuu anehhh
Pengguna Google,5,mantap
Pengguna Google,1,kebayakan gaya buat aplikasi
Pengguna Google,4,mantap
Pengguna Google,5,mantap
Pengguna Google,4,aplikasi yang cukup bagus
Pengguna Google,5,apik pokoe
Pengguna Google,5,enak
Pengguna Google,5,saya sangat suka mendengarkan lagu di Spotify karna sangat keren!
Pengguna Google,5,APLIKASI INI SANGAT BAGUS
Pengguna Google,5,semua musik ada di sini 😋
Pengguna Google,4,bagus bangett enak buat didengerin pas lagi belajar jugaa
Pengguna Google,5,Hapus semua jeda di antara waktu mendengarkan playlist lagu
Pengguna Google,1,ini aplikasi yatim serba serbi bayar agar premium kalau gak premium mutar lagu dibatasin padahal lagunya sudah didownload
Pengguna Google,5,okee
Pengguna Google,5,musik nya enak di dengar
Pengguna Google,5,bagus❤️❤️❤️❤️❤️❤️
Pengguna Google,5,good
Pengguna Google,5,seruuuuu
Pengguna Google,5,❤
Pengguna Google,5,"aplikasinya bagus banget ,tapi tolong kasih lirik lagu nya"
Pengguna Google,5,oke lah
Pengguna Google,5,terima kasih spotify😘😘
Pengguna Google,5,spotify aplikasi terbaik. saya senang dengan fitur fiturnya
Pengguna Google,4,sangat enak mempunyai lagu dan dj yang asik tapi kenapa sering muncul premium dan gak bisa putar lagu yang mau di putar l
Pengguna Google,5,sgt cocok
Pengguna Google,5,spotify nya sangat bagus dan banyak lagu yg aku suka dan cara memakai nya sangat gampang 😊
Pengguna Google,5,I love it
Pengguna Google,4,lagu nya menarik cuman males kalo lagi iklan
Pengguna Google,5,spotify sangat keren👍👍👍👍
Pengguna Google,1,gw gak bisa download padahal ruang gw masih ada knp tulisan nya anda gak bisa download emNg tohapo
Pengguna Google,5,ok
Pengguna Google,5,ok pi
Pengguna Google,5,oke banget
Pengguna Google,5,aplikasi ini sangat baguss
Pengguna Google,5,bagus
Pengguna Google,5,"ku beri rating aplikasi ini 5 bintang karena aku suka banget sama musik(jenis musik apapun),tidak ada hari tanpa musik..."
Pengguna Google,5,suka
Pengguna Google,5,sangat membantu dalam mendengarkan musik
Pengguna Google,5,mantap
Pengguna Google,3,gw suka banget tapi ada iklan ya
Pengguna Google,5,aplikasi yg sangat bagus sumua lagu dapat di cari dan bisa sambil ngafal dan belajar kerena ada lirik nya
Pengguna Google,1,"jangan pernah download apk musik ini, bukanya mau dengerin musik malah dengerin iklan truss"
Pengguna Google,2,"permisi, ini kenapa spotify gue ga bisa dipke klo ga pke wifi? bug kah? atau apa ini, tolong dijawab 🙏🏻"
Pengguna Google,2,harus premium padahal mending gratis
Pengguna Google,5,bangus banget aplikasi nya 🥰🥰
Pengguna Google,5,Ini aplikasi cocok buat NGE SAD SAMA ELOT CS
Pengguna Google,5,bagus
Pengguna Google,5,bgs bgt tpi sering muncul iklannn akuu benciii smaa iklannnn
Pengguna Google,2,lirik nya kok ngga bisa di buka yaa
Pengguna Google,2,"berlangganan premium aja dibuat susah, gabisa terus, error melulu kaya app pemerintah"
Pengguna Google,5,bagus
Pengguna Google,5,"sqngtt amat seru ni Spotify, andai download lagunya gratis pasti rame yg download"
Pengguna Google,5,"terimakasi Spotify,dengan adanya ini saya sangat terhibur dalam setiap perjalanan,sepek nya lengkap Skali ,teman sepi di saat treveling"
Pengguna Google,4,baguss
Pengguna Google,3,"makin kesini makin mencekik pengguna gratis apa apa harus premium, tolong di pertimbang kan beberapa fitur nya"
Pengguna Google,5,sering membantu melepas penat
Pengguna Google,1,"Kak tolong kembalikan dana saya 61.039ribu di Spotify saya lupa untuk membatalkan langganan dan tiba tiba dibayar otomatis,padahal uang itu sangat penting kak,tolong dikembalikan kak saya bingung tiba tiba terjadi sprti itu"
Pengguna Google,1,heran Ama ni apk mau dengar musik apa dengar iklan
Pengguna Google,5,cocok
Pengguna Google,5,baguss
Pengguna Google,4,Good app
Pengguna Google,5,kerenn
Pengguna Google,5,nice
Pengguna Google,5,sangat bagus dan membantu
Pengguna Google,5,the best
Pengguna Google,5,bagus dan simple
Pengguna Google,5,"Kata chat gpt Spotify adalah platform streaming musik, podcast, dan video yang memungkinkan pengguna mendengarkan jutaan lagu dan konten audio dari berbagai kreator di seluruh dunia. Beberapa fitur utama Spotify: Streaming Musik: Akses ke jutaan lagu dari berbagai genre. Podcast: Mendukung berbagai podcast dari kreator lokal hingga internasional. Mode Gratis & Premium: Versi gratis memiliki iklan, sedangkan versi premium menawarkan pengalaman tan"
Pengguna Google,1,"mau muter lagi yang di mau masa harus premium juga, kikir banget dah"
Pengguna Google,3,"Tidak bisa memutar lagu, selalu ada tulisan anda sedang offline padahal kuota masih banyak"
Pengguna Google,5,good
Pengguna Google,5,mantap pokona mah wellll
Pengguna Google,5,bagus bgt
Pengguna Google,4,aplikasi ini sangat menghibur diri saya
Pengguna Google,5,sangat bagus dan menarik bisa belajar banyak hal di sini
Pengguna Google,5,apik lagu enak di dengar
Pengguna Google,1,"sekarang mau denger lagu haru premium padahal udh bagus gk premium,saya sebagai pengguna merasa terganggu.aplikasi jelek mending ganti ke JOOX"
Pengguna Google,5,bagussss bgt udah
Pengguna Google,5,makkk pengen beli yang premium
Pengguna Google,4,bagus jadi bisa dengar lagu hindiaaa
Pengguna Google,5,bagusss buatt dengerinn laguu semuaa adaa
Pengguna Google,5,bagus banget semua lagu ada di sini
Pengguna Google,5,"bagus, aku suka."
Pengguna Google,5,cool
Pengguna Google,1,spotify kikir
Pengguna Google,1,"banyak bug, jelek fitur iklan melimpah"
Pengguna Google,1,"kebanyakan iklan, dlu bagus, skrg kebanyakan iklan"
Pengguna Google,5,spotify paling the best paling enak tidur dengerin lagu 👍👍👍👍
Pengguna Google,5,Awalnya bagus tp lama lama jelek bgd masa putar lagu harus acak mo donwload lagu ato tambahkan di playlist jd gak sesuai ama yg direquest
Pengguna Google,5,bagus😁😁😁
Pengguna Google,2,"WHY DOES EVERYTHING HAVE TO BE PREMIUM NOW? SOMETIMES IF YOU WANT TO PLAY A SONG YOU HAVE TO USE PREMIUM, NOT LIKE BEFORE WHEN ALMOST EVERYTHING WAS FREE."
Pengguna Google,2,"ribet skrg apa2 hrs ke chrome dulu, kesalahan teruss mau denger lagu aja ribet bgt"
Pengguna Google,5,Good
Pengguna Google,4,"dari lagu nya lumayan, dan fitur premium nya juga bisa di bilang lengkap tapi, kasih seseorang memilih apakah dia mendapatkan premium selama 1 hari dalam seminggu atau bulan"
Pengguna Google,5,pas kalau lagi galau
Pengguna Google,1,"mau milih musik sesuka hati pun susah sekarang dikarenakan anda harus, MUSIK ITU BUKAN UNTUK DI BELI tetapi di dengarkan. apakah anda memperhatikan kami para f2p? apa kamu mengira semua orang sudah bekerja dan punya banyak uang? tentu tidak."
Pengguna Google,5,bagussss banget dengerin juga wowww
Pengguna Google,5,sukaaaaaa
Pengguna Google,5,bagus mau dengar lagu apa aja ada di spotify
Pengguna Google,5,Spotify terbaik
Pengguna Google,3,bagus
Pengguna Google,2,halo tim spotify kenapa lirik ny hilang tolong dong kenapa spotify udsh kayak gini mohon respon ny
Pengguna Google,5,"sangatt baguss,dan bisa menenangkann pikirann"
Pengguna Google,5,semoga limit musik di hilangkan
Pengguna Google,2,"please pihak spotify kasih penjelasan dong kenapa di device saya ketika menggunakan paket seluler lalu masuk ke spotify,aplikasi tidak bisa mendeteksi jaringan saya.Tertulis disitu ""anda sedang offline"",hanya itu saja masalah yang terdapat di spotify saya sudah saya coba berbagai cara pun tidak kunjung membaik"
Pengguna Google,4,bagusss sekali saya suka sekali
Pengguna Google,5,enak bgt buat dengerin lagu
Pengguna Google,2,barcode princess saya ngga ke deteksi.
Pengguna Google,5,saya sangat suka
Pengguna Google,1,apk kikir
Pengguna Google,4,"sbnrnya apk nyaaa bagus ko, cumaaa kenapa yeaa bwat ngeskip bbrp part lagu atw bwat nyepetin lagu nyaaa di ilangin? pdhl lebi bagus kya gitu, trus kdng lirik di bbrp lagu malaa di ilangin. jadi kdng susah bwat liat lirikny, blum lg klo hp nyaa lag pdhl penyimpanan masi banyak,"
Pengguna Google,1,too much ads
Pengguna Google,5,baguss .tidak seperti ap yg lain
Pengguna Google,2,bugnya dikurangin
Pengguna Google,1,terlalu banyak iklan
Pengguna Google,5,lagu nya lengkap
Pengguna Google,5,top dah
Pengguna Google,5,hanya aplikasi ini yg bisa bikin hati aku seneng lagu nya mantap2 deh
Pengguna Google,1,aplikasi kikir semua harus premium bangke😹 walaupun fc mobile game kikir tapi ga pelit jir kek ni apk😹🗿
Pengguna Google,5,lumayan
Pengguna Google,5,bagusss banget dan bisa dengerin lagu Fav secara langsung walau layar hp mati
Pengguna Google,1,PLIS STOP IKLAN IKLAN PODCAST PEREMPUAN INDIA YANG GA BERENTI2 TIAP IKLAN!!! MENGGANGU!
Pengguna Google,1,"bagus sih bagus, cuma bikin males apa2 serba premium. repeat lagu premium, shuffle lagu premium, mundurin lagu gabis mesti premium, banyak iklan ganggu tiap denger lagu, download aja gabisa. entah apa pikiran pihak spotify. segalanya dijadiin duit. padahal repeat sama shuffle lagu ga mesti bayar dulu baru bisa"
Pengguna Google,5,"not bad, walaupun gk premium"
Pengguna Google,5,sukses selalu buat Spotify maju terus
Pengguna Google,5,"tidak bisa berkata kata, aplikasinya baguss"
Pengguna Google,5,mantap
Pengguna Google,5,mantap
Pengguna Google,5,lagu lengkap
Pengguna Google,5,"saya sangat suka pada apk ini, selain musik nya enak di denger, musik nya juga bisa nemenin kita main game, atau aktivitas lain nya"
Pengguna Google,5,👍👍👍👍👍
Pengguna Google,1,"gak ush masang iklan pas timnas maen, gak sopan"
Pengguna Google,4,semua ada.mantap
Pengguna Google,5,bagus untuk mendengar lagu😎😎😎
Pengguna Google,5,karena bagus untuk orang
Pengguna Google,5,bagus banget deh
Pengguna Google,5,"Hari ini menandai Australia vs Indonesia di kualifikasi Piala Dunia, semoga Indonesia menang"
Pengguna Google,5,saya suka apl nya TPI tolong di tambah kan podcast nya
Pengguna Google,1,"iklan terus, setiap kali abis mutar satu lagu, pasti iklannya dua kali. serba premium semua tolong tingkatkan lagi sportify gratis nya, jangan banyak iklan"
Pengguna Google,5,apk keren dan ada lagu kebangsaanya juga terus bisa di pakai buat alarm juga bisa pokoknya keren saya kasih bntang lima
Pengguna Google,1,"saldo dana saya tba"" kesedot karna langganan pdhl itu uda lama, saya ingin refund gmna caranya"
Pengguna Google,5,good
Pengguna Google,1,di saluran grup WhatsApp nya full selot anjir lagi promosi
Pengguna Google,5,good 🙌🏻
Pengguna Google,5,aku suka sama aplikasi ini!!!
Pengguna Google,3,-lagu where we are
Pengguna Google,5,Muantep rekk
Pengguna Google,1,enggak bisa download lagu
Pengguna Google,3,"padahal yang di stel playlist,malah ke lain"""
Pengguna Google,3,Lirik jarang muncul
Pengguna Google,2,"Apa sih fungsi tombol like dan dislike di iklan kalo udah di dislike malah muncul terus. ganti kek kaya ga ada iklan aja, sepi yg pasang iklan ya! lama-lama pindah aplikasi juga kalo gini terus."
Pengguna Google,5,alhamdulillah sukses selalu
Pengguna Google,5,mantap
Pengguna Google,5,bagus bangett😍😍 tapi sayang harus premium
Pengguna Google,5,sangat bagus
Pengguna Google,5,banyak pilihan musik yang bisa didengarkan saat mai game jadi makin seruuu dan makin semangatttttttt
Pengguna Google,1,ini aplikasi tolol apa gimana yah? iklan yg udh gw report napa muncul lagi? terus kenapa sekarang mutar lagu ada limit nya? makin aneh aja
Pengguna Google,1,ga jelas tiba tiba kepotong spotify 61 ribu tapi pas di cek ke aplikasinya malah ga ada langganan nya
Pengguna Google,5,aku suka dengan spotify
Pengguna Google,5,sangat bagus
Pengguna Google,1,"bagus, tapi bnyk iklan"
Pengguna Google,5,😍😍😍😍😍
Pengguna Google,5,keren
Pengguna Google,5,spotify bagus aku sukaaaa bgt🤗🤗🥳
Pengguna Google,5,bagus
Pengguna Google,5,lumayan
Pengguna Google,1,jelek
Pengguna Google,5,I really like this app because I can listen to my favorite songs or search for my favorite songs!
Pengguna Google,1,"sangat mengecewakan, setelah saya update malah semakin buruk, lirik tidak ada, memutar lagu juga dibatasi,semua jadi serba premium setelah saya update. Padahal sebelum nya masalah cuman ada pada lirik nya, sekarang malah tambah banyak. Kecewa karena udah update ini aplikasi"
Pengguna Google,3,lumayan bagus👍👍👍
Pengguna Google,3,aplikasi kuraanggh bagus
Pengguna Google,5,ITS PERFECT
Pengguna Google,1,"iklan moment of silence hapus aja. ganggu liatnya, tiap kena iklan itu trus muncul. udah di report tetep aja muncul terus. spotify free sekarang banyak iklannya, ada 3 iklan sekali muncul 👎🏻👎🏻"
Pengguna Google,5,bagus
Pengguna Google,5,bagussss
Pengguna Google,5,mantap yoiii
Pengguna Google,5,baik
Pengguna Google,5,bnyak iklan
Pengguna Google,5,Hoa sangat hebat
Pengguna Google,5,"bagus ,enak di dengar lagu nya semua lagu ada di sini"
Pengguna Google,5,bagus bgt
Pengguna Google,5,top bgt
Pengguna Google,5,semoga tidak ada iklan nya lagi
Pengguna Google,1,dikit² iklan
Pengguna Google,5,bagus aja lagu lagunya terus updatenya cepet
Pengguna Google,5,Gk bisa berlangganan di aplikasi
Pengguna Google,4,bagus sih tapi beberapa laguna gak ada lirik. Kalo hanya untuk dengerin lagu ini bagus banget
Pengguna Google,5,bagus banget aplikasi nya
Pengguna Google,1,"yg ngga premium dibatas muter lagu 1x aja besok lagi baru bisa, ya udah bakal banyak yg ninggalin Spotify"
Pengguna Google,5,"terus tingkatkan,"
Pengguna Google,5,mntap ditingkatkan
Pengguna Google,5,bagus
Pengguna Google,5,Good
Pengguna Google,5,waw semua lagu bisa ada disini semua nya😎
Pengguna Google,5,bagus bgt ini lagunya baru baru 2024 2025
Pengguna Google,5,ter the best
Pengguna Google,4,bagus
Pengguna Google,5,banyak sekali lagu nya
Pengguna Google,1,"Tidak seperti dulu lagi, saya kira head unit yg bermasalah, kalau putar lagu sering mati, rupanya sportify nya hrs premium,rupanya spotify ini tempat jualan lagu. tidak masalah, di you tube lebih bagus dan semua lagu ada"
Pengguna Google,5,"Baguslah, spotif,free"
Pengguna Google,5,mantappp sukses selalu spotify
Pengguna Google,5,ini bagus banget looo
Pengguna Google,5,👍
Pengguna Google,1,"kenapa sekarang harus ada limit lagunya? kami yang tidak menggunakan premium juga terganggu akan adanya fitur ini, Spotify sekarang serba premium tidak seperti dulu. saya sangat kecewa, semoga kedepannya bisa di perbaiki ya"
Pengguna Google,1,"Terus menampilkan iklan yang sudah saya dislike, dan mohon adakan fitur tidak diminati untuk iklan yang lewat"
Pengguna Google,5,terbaik man
Pengguna Google,5,good
Pengguna Google,3,ini bagaimana ya? kenapa saya waktu mau beli premium selalu error ya? masalah jaringan atau apalah itu. padahal jaringan saya bagus. tolong ini di perbaiki
Pengguna Google,1,"maaf banget tapi saya mau uang saya kembali,kasian saya masih pelajar dan uang sy tiba tiba diambil sama spotify padahal saya udh mau berhenti premium,mohon dikembalikan"
Pengguna Google,5,kadang suka pake iklan tapi seru sih gak ngabisin batre
Pengguna Google,3,setiap memutar 2 mysik sellau ada iklan
Pengguna Google,5,mantap
Pengguna Google,4,cukup bagus
Pengguna Google,5,sangat bagus
Pengguna Google,5,baguss
Pengguna Google,5,"aku kasih 5 bintang karna kadang gabisa di pake, soalnya harus pake premium tapi gapapa,aku kasih 5"
Pengguna Google,1,premium satu bulan 50 rb kemahalan minimal 2 bln lah terlalu gimana terlalu kikir kalo ada apk lain yg lebih bagus pindah gw ingat spotify jgn menyesal di akhir user pd pindah kg ada pendapatan nanti😹
Pengguna Google,5,ok mantap
Pengguna Google,5,bagus tpi gratisin dong 😋
Pengguna Google,5,bagus untuk saya yang susah tidur tanpa mendengar kan music apalagi waktu perjalanan jauh
Pengguna Google,3,goood
Pengguna Google,5,nice apps
Pengguna Google,5,bagus banget kita bisa mendengarkan lagu² yang kita sukai
Pengguna Google,5,mantap👍
Pengguna Google,5,bagus dan bermanfaat 😁😁
Pengguna Google,1,banyak iklannya.bikin boros kuota karena lama untk didownload
Pengguna Google,5,Bagus sekali aplikasinya
Pengguna Google,2,jelek
Pengguna Google,5,Nice application ..i like it.
Pengguna Google,4,good!
Pengguna Google,4,selalu melakukan evaluasi dan update hal baru
Pengguna Google,1,mau beli premium aja banyak banget gangguan nya
Pengguna Google,5,"Plss kalo Jam 12 > 4 pagi jangan stel Lagu"" playlist galau 🙁"
Pengguna Google,5,membuat ku tidak gabut lagi.🥳
Pengguna Google,5,"Bagus banget, lagunya lengkap pokoknya baguss pake banget bagus loh yaa"
Pengguna Google,5,bagus banget suaranya Bersih model aplikasinya juga baik lain dari yang lain.
Pengguna Google,3,aplikasi ini luar biasa
Pengguna Google,5,ok
Pengguna Google,5,saya senang senakali sama spotify ini banyak pengalaman nya terima kasi telah mem bahagiya saya 😇
Pengguna Google,4,bagusss
Pengguna Google,1,napa iklannya jadi dua dah perasaan kemaren satu doang
Pengguna Google,5,aplikasi keren
Pengguna Google,5,sangat bagus
Pengguna Google,5,sangat bagus
Pengguna Google,4,bagus sih cuma kalo ga mao ada iklan harus premium dulu... pas pertama download di kasih gratis download musik
Pengguna Google,5,seru
Pengguna Google,1,hp saya ram 4 gak bisa download Spotify nya
Pengguna Google,5,"gak perlu banyak kata kata dari gw...cuma mau bilang ini aplikasi keren bro, sangat membantu buat gw yang pencinta lagu👍"
Pengguna Google,4,bagusss bgt
Pengguna Google,1,"yg bner aj bngst, mau ngp² in hsur premium, asuu"
Pengguna Google,5,aku suka mendengarkan lagu
Pengguna Google,1,aplikasi dongo abis make premium pas batalin malah ngebug terus lagu ilang lah gk bisa di putar sama sekali dongo2
Pengguna Google,5,bagus bet
Pengguna Google,1,"aplikasi aneh, mau puter lagu aja gabisa"
Pengguna Google,5,bagus
Pengguna Google,5,baguss sekali
Pengguna Google,5,saya suka geme ni
Pengguna Google,5,I LOV THIS.!.
Pengguna Google,3,luar biasa
Pengguna Google,1,setelah upgrade premium malah lemot
Pengguna Google,5,pokonya ini buagussssssss polllll rekomen banget kalo lagi main game sambil dengerin musik dari Spotify🎀🎀
Pengguna Google,5,Seru karena bisa dengar sambil main game
Pengguna Google,5,kasih terus gratis musiknya bosq..
Pengguna Google,1,"sampah!! sering force close pas denger musik di latar belakang, klo kek gini mending dengerin aplikasi lain aja yg jelas! YouTube aja bisa di minimize!"
Pengguna Google,5,lagunya sangat mengansikkan dan bisa didengar sepausnya🤩🤩🤩🤩🤩💗💖💖
Pengguna Google,5,lengkap dan mudah
Pengguna Google,1,Akun tidak tersedia woi
Pengguna Google,5,bangus banget
Pengguna Google,1,gak bisa di Download
Pengguna Google,1,gue ga bisa dengerin lagu nya😤😤😤😤
Pengguna Google,5,cocok untuk ngedengerin lagu
Pengguna Google,5,bagus layak gak kaya yang lain karna ada lirik lagu nya paling mudah untuk orang yang mau belajar musik
Pengguna Google,5,Nice
Pengguna Google,2,spotify jngn kyak capcug juga ya😁
Pengguna Google,5,mantap
Pengguna Google,5,V. good
Pengguna Google,1,kurangin iklan yak terlalu banyak itu
Pengguna Google,2,"apk gajelas, better yt music. erorr mulu nih apk payah"
Pengguna Google,5,😇👍
Pengguna Google,5,👍👍👍
Pengguna Google,5,the best👍
Pengguna Google,5,nice
Pengguna Google,1,kebanyakan iklan
Pengguna Google,4,apk nya bagus
Pengguna Google,4,good
Pengguna Google,5,mantap
Pengguna Google,5,aplikasi musik yang bagus👍👍
Pengguna Google,5,"I use it often, it's very good"
Pengguna Google,1,akun Spotify saya yang sudah hilang tiba-tiba melakukan transaksi langganan menggunakan akun dana saya sebesar 61.000 saya mohon untuk dikembalikan
Pengguna Google,4,menarik
Pengguna Google,5,sangat baik
Pengguna Google,5,bagus bgt bisa dengerin lagu tampa iklan dan cocok juga buat yang suka lagu viral bisa cari disini ya
Pengguna Google,5,memuaskan
Pengguna Google,5,apk nya bagus dan keren
Pengguna Google,5,+sangat mudah buat dengerin lagu dan donwload dapet access ke semua lagu yang pernah ke blok di free tapi di premium bisa - kalau dengerin di luar apps atau di halaman belakang suara menurun kualitas agak jelek
Pengguna Google,1,Terlalu banyak iklan
Pengguna Google,5,duh ini aplikasi cintaku sayangku🤍🤍
Pengguna Google,5,bagus
Pengguna Google,4,"Sorry i need to minus 1 star from thus App. There are many song that i can't play anymore. Idk what cause this but it's pretty annoying af. Please bring back my old song that i can't play no more, Spotify"
Pengguna Google,4,lumayan bagus
Pengguna Google,5,bagus
Pengguna Google,5,bagus banget
Pengguna Google,3,"aplikasinya bagus, biaya langganan juga ga terlalu mahal. cuman lagu lagunya ga selengkap di youtube music. lagulagi yang saya sukai pada banyak yang diblokir. padahal ga ada salah apa apa, mana seneng bgt sama lagunya lagi. dikit dikit di blokir, lha daripada mau denger ini itu tapi diblokir mulu mending pindah ke app lain. mau cari versi lain juga ga sebagus dan seenak yg saya cari. menurut saya mending gausah pake blokir blokir an lagu. sini mau nikmatin musik aja masa gaboleh, pdhl sdh bayar"
Pengguna Google,1,"Suka Ngelag padahal udah pake wifi sama data udah di double, terlalu banyak iklan kayak seolah maksa buat harus banget premium"
Pengguna Google,5,bagus sih tapi cuman suka ada iklan terus di batasin dengerin lagunya
Pengguna Google,5,nice
Pengguna Google,2,Spotify sekarang lebih sering iklan nya jadi gak nyaman lagi denger lagu di Spotify !!!
Pengguna Google,5,"tolong banget kalo siang iklannya jangan mie tek tek mie tek tek, saya mau move on jadi keinget lagi, relapse jadinya. warung mie tek tek tuh tempat first date saya. pls bgt gwej labrak lama lama lu ya spotipi😠🫵"
Pengguna Google,3,lumayan lah
Pengguna Google,1,Spotify² kapan seh lu berubah?? gk usah pake premium segala guna nya premium tuh habisin duit tau gk???
Pengguna Google,5,apk bagus rekomendasi bnget
Pengguna Google,5,sanga bagus dan menyenangkan hati😘😍🤩
Pengguna Google,5,saya sangat suka aplikasinya sangat menolong saya yang penyendiri ini terimakasih spotify
Pengguna Google,5,"terimakasih, saya bisa mendengarkan musik tanpa harus berbayar. bisa sambil bermain game dll. tidak masalah iklannya. yang penting bisa layar mati."
Pengguna Google,1,malah diabatasin blok
Pengguna Google,5,bagusss
Pengguna Google,5,Bagus
Pengguna Google,5,aplikasi nya bagus untuk mendengarkan lagu lagu yang lagi trend+galau
Pengguna Google,5,sangat bagus dan seru banget kalian cepat download ini sekarang
Pengguna Google,5,👍
Pengguna Google,4,aplikasi ini menurut saya sudah bagus tetapi kenapa kalau mendengarkan lagu berulang ulang harus premium? padahal aplikasi sudah bagus iklan jarang tetapi kenapa harus premium saya harus hapus download hanya demi mendengar kan lagu berulang ulang saya mohon tolong hilangkan premium terimakasih.
Pengguna Google,5,"blockblast + spotify 😻😻 ,bagusssss bangettttt gilakkkkk ★★★★★"
Pengguna Google,1,terlalu banyak premium
Pengguna Google,1,"Iklan banyak bngt, satu lagu aja bisa 2-3 kali iklannya"
Pengguna Google,5,enakk
Pengguna Google,1,"ada iklanya yg awajar aja,masak 1 musik harus nunggu iklan lagi 3"
Pengguna Google,5,seru
Pengguna Google,5,bagus banyak pilihan lagu
Pengguna Google,5,nice
Pengguna Google,5,Enak didenger lagu lagu di spotyfy seru banget
Pengguna Google,5,"saya suka sklii,, coba aja spotify bisa offline, supaya org yg gaada internet nya bisa dengar lagu dehh"
Pengguna Google,5,bagus juga saya suka
Pengguna Google,5,APL MUSIC TERBAIK
Pengguna Google,5,APKx sangat keren bagus untuk yang pecinta musik
Pengguna Google,5,mantap
Pengguna Google,5,baguss bangett
Pengguna Google,5,bagus
Pengguna Google,5,kerren
Pengguna Google,5,mantap
Pengguna Google,5,good
Pengguna Google,5,bagus tapi premium nya bayar
Pengguna Google,5,"suara deh ok, suara cd kalah sama spotify, terus tingkatkan mutu suaranya👍👍👍"
Pengguna Google,5,Alhamdulillah Selalu semangat bg ❤️👍
Pengguna Google,5,bagus
Pengguna Google,5,bagus dan mudah digunakan
Pengguna Google,5,bayak seka li lagu
Pengguna Google,4,aplikasi nya bagus bnget aku suka
Pengguna Google,5,bagus banget apk nya
Pengguna Google,5,bagusssss bangettt
Pengguna Google,4,Woww keren
Pengguna Google,1,"Tolonglah developer, iklan nya dikurangin masa baru 1 lagu aja langsung 2 iklan, mana durasinya iklannya 1 iklan 30 detik lagi"
Pengguna Google,5,bagus suka bngt
Pengguna Google,5,mantabbb
Pengguna Google,5,spotify sangat bagus untuk mencari lagu yang kita inginkan
Pengguna Google,1,APLIKASI KIKIR
Pengguna Google,4,"bagus, memudahkan memutar lagu kesukaan"
Pengguna Google,4,Bagus lagunya tapi banyak iklan
Pengguna Google,5,sangat puas
Pengguna Google,5,ok
Pengguna Google,2,"banyak ngelagnya gatau knp aneh, apk jelek"
Pengguna Google,5,Sangat menyenang menikmati lagu-lagu lawas penyanyi top dunia di zamannya.
Pengguna Google,1,"Terlalu banyak iklan, bulan lalu pas play lagu tunggu 5 lagu baru muncul iklan, sekarang 2 lagu aja udah muncul iklan lagi, mana iklan nya 2X, hadeh dipaksa untuk premium"
Pengguna Google,5,All songs are property updated and has clear sound to listen to. nice 👍
Pengguna Google,1,tidak bisa download
Pengguna Google,5,Keren lagu lagu nya up date
Pengguna Google,3,"you can put any ads, except Indian feminist podcast"
Pengguna Google,1,kebanyakan iklan
Pengguna Google,3,kaga premium dengerin 4iklan perdua lagu😂 pas udah premium shuffle pintar nya ngaco
